Index,Date_2017,Hour,Throughput_2017,Week Number,Weekday,Date_2018,Throughput_2018,Date_2019,Throughput_2019
2245,7/19/17,16:00:00,3,29,Wednesday,7/18/18,1,7/17/19,2
2246,,17:00:00,,29,Wednesday,7/18/18,3,,
2247,,19:00:00,,29,Wednesday,7/18/18,1,7/17/19,1
2248,,20:00:00,,29,Wednesday,7/18/18,1,,
2249,,21:00:00,,29,Wednesday,7/18/18,1,,
2250,,4:00:00,,30,Friday,,,7/26/19,1
2251,,5:00:00,,30,Friday,7/27/18,1,,
2252,7/28/17,8:00:00,2,30,Friday,,,7/26/19,11
2253,,9:00:00,,30,Friday,7/27/18,2,7/26/19,4
2254,,11:00:00,,30,Friday,,,7/26/19,4
2255,,12:00:00,,30,Friday,7/27/18,6,,
2256,,14:00:00,,30,Friday,7/27/18,5,7/26/19,3
2257,,15:00:00,,30,Friday,,,7/26/19,6
2258,,16:00:00,,30,Friday,,,7/26/19,9
2259,,17:00:00,,30,Friday,7/27/18,3,,
2260,,18:00:00,,30,Friday,,,7/26/19,10
2261,,21:00:00,,30,Friday,7/27/18,3,,
2262,,8:00:00,,30,Monday,,,7/22/19,17
2263,,10:00:00,,30,Monday,,,7/22/19,7
2264,,12:00:00,,30,Monday,,,7/22/19,14
2265,,13:00:00,,30,Monday,7/23/18,1,7/22/19,12
2266,7/24/17,14:00:00,4,30,Monday,,,,
2267,,15:00:00,,30,Monday,7/23/18,7,,
2268,,16:00:00,,30,Monday,7/23/18,3,7/22/19,12
2269,7/24/17,17:00:00,1,30,Monday,7/23/18,4,,
2270,7/24/17,18:00:00,4,30,Monday,7/23/18,1,7/22/19,1
2271,,19:00:00,,30,Monday,7/23/18,1,,
2272,,20:00:00,,30,Monday,,,7/22/19,1
2273,7/24/17,21:00:00,1,30,Monday,7/23/18,5,7/22/19,1
2274,,5:00:00,,30,Saturday,,,7/27/19,5
2275,,6:00:00,,30,Saturday,,,7/27/19,20
2276,,8:00:00,,30,Saturday,7/28/18,4,,
2277,,9:00:00,,30,Saturday,,,7/27/19,3
2278,,11:00:00,,30,Saturday,7/28/18,2,7/27/19,18
2279,,12:00:00,,30,Saturday,7/28/18,1,,
2280,,13:00:00,,30,Saturday,,,7/27/19,3
2281,7/29/17,14:00:00,4,30,Saturday,7/28/18,3,7/27/19,1
2282,,15:00:00,,30,Saturday,,,7/27/19,11
2283,,16:00:00,,30,Saturday,7/28/18,4,7/27/19,13
2284,,17:00:00,,30,Saturday,7/28/18,4,,
2285,,18:00:00,,30,Saturday,,,7/27/19,3
2286,,20:00:00,,30,Saturday,,,7/27/19,4
2287,7/29/17,21:00:00,5,30,Saturday,7/28/18,1,7/27/19,2
2288,,5:00:00,,30,Sunday,7/29/18,4,7/28/19,1
2289,,9:00:00,,30,Sunday,,,7/28/19,2
2290,,12:00:00,,30,Sunday,,,7/28/19,4
2291,,13:00:00,,30,Sunday,,,7/28/19,5
2292,,14:00:00,,30,Sunday,7/29/18,5,7/28/19,2
2293,,15:00:00,,30,Sunday,,,7/28/19,2
2294,,16:00:00,,30,Sunday,7/29/18,5,,
2295,,18:00:00,,30,Sunday,,,7/28/19,2
2296,,20:00:00,,30,Sunday,,,7/28/19,3
2297,,7:00:00,,30,Thursday,7/26/18,2,7/25/19,1
2298,7/27/17,8:00:00,6,30,Thursday,,,7/25/19,4
2299,,9:00:00,,30,Thursday,,,7/25/19,1
2300,,10:00:00,,30,Thursday,7/26/18,2,7/25/19,3
2301,,11:00:00,,30,Thursday,7/26/18,1,7/25/19,3
2302,,12:00:00,,30,Thursday,7/26/18,4,7/25/19,3
2303,,13:00:00,,30,Thursday,,,7/25/19,10
2304,,14:00:00,,30,Thursday,7/26/18,2,7/25/19,7
2305,,17:00:00,,30,Thursday,,,7/25/19,4
2306,,18:00:00,,30,Thursday,7/26/18,5,7/25/19,2
2307,,20:00:00,,30,Thursday,7/26/18,5,,
2308,7/27/17,21:00:00,1,30,Thursday,,,7/25/19,4
2309,,7:00:00,,30,Tuesday,,,7/23/19,3
2310,,8:00:00,,30,Tuesday,,,7/23/19,6
2311,,10:00:00,,30,Tuesday,7/24/18,8,7/23/19,9
2312,,11:00:00,,30,Tuesday,7/24/18,1,7/23/19,2
2313,,12:00:00,,30,Tuesday,7/24/18,1,7/23/19,3
2314,7/25/17,13:00:00,4,30,Tuesday,7/24/18,5,,
2315,,15:00:00,,30,Tuesday,7/24/18,4,7/23/19,1
2316,,16:00:00,,30,Tuesday,7/24/18,1,,
2317,,17:00:00,,30,Tuesday,7/24/18,6,7/23/19,1
2318,,18:00:00,,30,Tuesday,7/24/18,3,,
2319,,4:00:00,,30,Wednesday,,,7/24/19,8
2320,,6:00:00,,30,Wednesday,7/25/18,1,,
2321,,7:00:00,,30,Wednesday,,,7/24/19,1
2322,7/26/17,8:00:00,2,30,Wednesday,,,7/24/19,4
2323,,10:00:00,,30,Wednesday,7/25/18,4,,
2324,,11:00:00,,30,Wednesday,,,7/24/19,1
2325,,12:00:00,,30,Wednesday,,,7/24/19,1
2326,,13:00:00,,30,Wednesday,7/25/18,11,,
2327,7/26/17,14:00:00,4,30,Wednesday,7/25/18,6,7/24/19,1
2328,,15:00:00,,30,Wednesday,7/25/18,5,7/24/19,2
2329,7/26/17,16:00:00,5,30,Wednesday,7/25/18,5,7/24/19,3
2330,,17:00:00,,30,Wednesday,,,7/24/19,1
2331,,20:00:00,,30,Wednesday,7/25/18,6,,
2332,,5:00:00,,31,Friday,8/3/18,2,,
2333,,7:00:00,,31,Friday,8/3/18,4,8/2/19,7
2334,,8:00:00,,31,Friday,8/3/18,7,8/2/19,4
2335,,9:00:00,,31,Friday,,,8/2/19,1
2336,8/4/17,10:00:00,2,31,Friday,8/3/18,10,8/2/19,3
2337,8/4/17,11:00:00,2,31,Friday,,,,
2338,,13:00:00,,31,Friday,8/3/18,1,,
2339,8/4/17,14:00:00,4,31,Friday,8/3/18,4,8/2/19,14
2340,,15:00:00,,31,Friday,8/3/18,5,,
2341,8/4/17,17:00:00,5,31,Friday,8/3/18,2,,
2342,,20:00:00,,31,Friday,,,8/2/19,2
2343,,21:00:00,,31,Friday,,,8/2/19,4
2344,,6:00:00,,31,Monday,,,7/29/19,2
2345,,7:00:00,,31,Monday,7/30/18,7,7/29/19,8
2346,,8:00:00,,31,Monday,,,7/29/19,4
2347,7/31/17,9:00:00,4,31,Monday,,,,
2348,,10:00:00,,31,Monday,,,7/29/19,1
2349,,11:00:00,,31,Monday,,,7/29/19,7
2350,,12:00:00,,31,Monday,7/30/18,2,7/29/19,1
2351,7/31/17,14:00:00,1,31,Monday,7/30/18,7,7/29/19,1
2352,,15:00:00,,31,Monday,,,7/29/19,1
2353,7/31/17,16:00:00,4,31,Monday,,,7/29/19,2
2354,,18:00:00,,31,Monday,,,7/29/19,8
2355,,19:00:00,,31,Monday,,,7/29/19,1
2356,7/31/17,20:00:00,1,31,Monday,7/30/18,2,7/29/19,6
2357,7/31/17,21:00:00,1,31,Monday,,,,
2358,,7:00:00,,31,Saturday,,,8/3/19,1
2359,,9:00:00,,31,Saturday,8/4/18,2,8/3/19,2
2360,,10:00:00,,31,Saturday,8/4/18,1,8/3/19,3
2361,,11:00:00,,31,Saturday,8/4/18,12,8/3/19,5
2362,,12:00:00,,31,Saturday,,,8/3/19,2
2363,,13:00:00,,31,Saturday,,,8/3/19,4
2364,,15:00:00,,31,Saturday,8/4/18,2,,
2365,,16:00:00,,31,Saturday,8/4/18,6,,
2366,,17:00:00,,31,Saturday,8/4/18,2,,
2367,,18:00:00,,31,Saturday,8/4/18,3,8/3/19,2
2368,,6:00:00,,31,Sunday,8/5/18,1,,
2369,,8:00:00,,31,Sunday,8/5/18,2,8/4/19,5
2370,,10:00:00,,31,Sunday,8/5/18,7,8/4/19,2
2371,,11:00:00,,31,Sunday,,,8/4/19,9
2372,,12:00:00,,31,Sunday,,,8/4/19,2
2373,,13:00:00,,31,Sunday,,,8/4/19,1
2374,,14:00:00,,31,Sunday,,,8/4/19,5
2375,,15:00:00,,31,Sunday,8/5/18,1,8/4/19,4
2376,8/6/17,16:00:00,3,31,Sunday,8/5/18,6,,
2377,8/6/17,17:00:00,2,31,Sunday,,,8/4/19,10
2378,,18:00:00,,31,Sunday,8/5/18,10,8/4/19,4
2379,8/3/17,5:00:00,1,31,Thursday,,,,
2380,8/3/17,8:00:00,2,31,Thursday,,,8/1/19,2
2381,,9:00:00,,31,Thursday,8/2/18,1,8/1/19,7
2382,,10:00:00,,31,Thursday,8/2/18,2,8/1/19,4
2383,,11:00:00,,31,Thursday,,,8/1/19,1
2384,,13:00:00,,31,Thursday,8/2/18,2,,
2385,,14:00:00,,31,Thursday,8/2/18,2,8/1/19,6
2386,8/3/17,15:00:00,1,31,Thursday,,,8/1/19,10
2387,,16:00:00,,31,Thursday,8/2/18,2,8/1/19,13
2388,,17:00:00,,31,Thursday,,,8/1/19,2
2389,8/1/17,5:00:00,1,31,Tuesday,,,,
2390,,6:00:00,,31,Tuesday,7/31/18,2,,
2391,,8:00:00,,31,Tuesday,,,7/30/19,4
2392,8/1/17,9:00:00,4,31,Tuesday,7/31/18,7,7/30/19,1
2393,8/1/17,10:00:00,4,31,Tuesday,,,,
2394,,11:00:00,,31,Tuesday,,,7/30/19,4
2395,,13:00:00,,31,Tuesday,7/31/18,2,,
2396,,14:00:00,,31,Tuesday,7/31/18,1,7/30/19,10
2397,,15:00:00,,31,Tuesday,7/31/18,3,7/30/19,1
2398,,16:00:00,,31,Tuesday,7/31/18,6,7/30/19,3
2399,,17:00:00,,31,Tuesday,,,7/30/19,2
2400,8/1/17,18:00:00,4,31,Tuesday,,,7/30/19,4
2401,,19:00:00,,31,Tuesday,,,7/30/19,2
2402,,20:00:00,,31,Tuesday,,,7/30/19,1
2403,8/1/17,21:00:00,3,31,Tuesday,,,7/30/19,2
2404,,9:00:00,,31,Wednesday,,,7/31/19,2
2405,,11:00:00,,31,Wednesday,,,7/31/19,2
2406,,12:00:00,,31,Wednesday,,,7/31/19,8
2407,,13:00:00,,31,Wednesday,,,7/31/19,16
2408,,14:00:00,,31,Wednesday,8/1/18,3,7/31/19,7
2409,,15:00:00,,31,Wednesday,8/1/18,7,7/31/19,10
2410,,16:00:00,,31,Wednesday,,,7/31/19,6
2411,,17:00:00,,31,Wednesday,8/1/18,2,7/31/19,3
2412,,18:00:00,,31,Wednesday,8/1/18,1,7/31/19,2
2413,,19:00:00,,31,Wednesday,,,7/31/19,1
2414,,21:00:00,,31,Wednesday,,,7/31/19,1
2415,8/11/17,5:00:00,1,32,Friday,,,,
2416,,7:00:00,,32,Friday,8/10/18,4,,
2417,,8:00:00,,32,Friday,,,8/9/19,4
2418,,9:00:00,,32,Friday,8/10/18,1,8/9/19,3
2419,,10:00:00,,32,Friday,,,8/9/19,3
2420,,11:00:00,,32,Friday,8/10/18,3,,
2421,,12:00:00,,32,Friday,,,8/9/19,5
2422,,13:00:00,,32,Friday,,,8/9/19,1
2423,,14:00:00,,32,Friday,8/10/18,3,8/9/19,4
2424,,15:00:00,,32,Friday,8/10/18,4,8/9/19,4
2425,,16:00:00,,32,Friday,,,8/9/19,7
2426,,17:00:00,,32,Friday,,,8/9/19,6
2427,,18:00:00,,32,Friday,,,8/9/19,13
2428,,20:00:00,,32,Friday,8/10/18,2,,
2429,8/11/17,21:00:00,3,32,Friday,,,,
2430,,7:00:00,,32,Monday,8/6/18,4,8/5/19,1
2431,8/7/17,8:00:00,1,32,Monday,,,8/5/19,3
2432,,9:00:00,,32,Monday,8/6/18,3,8/5/19,1
2433,,10:00:00,,32,Monday,8/6/18,1,8/5/19,9
2434,8/7/17,11:00:00,2,32,Monday,,,,
2435,,12:00:00,,32,Monday,,,8/5/19,10
2436,8/7/17,14:00:00,1,32,Monday,8/6/18,2,8/5/19,10
2437,,16:00:00,,32,Monday,,,8/5/19,6
2438,,17:00:00,,32,Monday,,,8/5/19,1
2439,,18:00:00,,32,Monday,,,8/5/19,5
2440,8/7/17,19:00:00,2,32,Monday,,,,
2441,,20:00:00,,32,Monday,,,8/5/19,2
2442,,21:00:00,,32,Monday,8/6/18,1,8/5/19,6
2443,,5:00:00,,32,Saturday,8/11/18,1,,
2444,,9:00:00,,32,Saturday,,,8/10/19,5
2445,,10:00:00,,32,Saturday,8/11/18,5,,
2446,,12:00:00,,32,Saturday,,,8/10/19,1
2447,,13:00:00,,32,Saturday,,,8/10/19,2
2448,,14:00:00,,32,Saturday,,,8/10/19,10
2449,,15:00:00,,32,Saturday,,,8/10/19,1
2450,,16:00:00,,32,Saturday,8/11/18,3,,
2451,,17:00:00,,32,Saturday,,,8/10/19,9
2452,,18:00:00,,32,Saturday,8/11/18,3,,
2453,,19:00:00,,32,Saturday,,,8/10/19,2
2454,,20:00:00,,32,Saturday,8/11/18,4,8/10/19,6
2455,,21:00:00,,32,Saturday,8/11/18,4,,
2456,8/13/17,6:00:00,2,32,Sunday,,,,
2457,,7:00:00,,32,Sunday,,,8/11/19,2
2458,,8:00:00,,32,Sunday,8/12/18,3,,
2459,8/13/17,9:00:00,1,32,Sunday,,,8/11/19,1
2460,8/13/17,10:00:00,4,32,Sunday,,,,
2461,8/13/17,11:00:00,6,32,Sunday,,,8/11/19,3
2462,8/13/17,12:00:00,5,32,Sunday,,,,
2463,8/13/17,14:00:00,1,32,Sunday,8/12/18,5,8/11/19,2
2464,,15:00:00,,32,Sunday,8/12/18,6,,
2465,,16:00:00,,32,Sunday,8/12/18,7,8/11/19,3
2466,,18:00:00,,32,Sunday,8/12/18,2,8/11/19,3
2467,,20:00:00,,32,Sunday,8/12/18,1,8/11/19,1
2468,8/13/17,21:00:00,3,32,Sunday,,,8/11/19,3
2469,,6:00:00,,32,Thursday,8/9/18,1,,
2470,,7:00:00,,32,Thursday,,,8/8/19,3
2471,,8:00:00,,32,Thursday,,,8/8/19,3
2472,8/10/17,9:00:00,2,32,Thursday,,,8/8/19,5
2473,,10:00:00,,32,Thursday,,,8/8/19,7
2474,8/10/17,11:00:00,6,32,Thursday,,,8/8/19,4
2475,8/10/17,12:00:00,1,32,Thursday,8/9/18,2,,
2476,8/10/17,14:00:00,1,32,Thursday,8/9/18,4,8/8/19,12
2477,,15:00:00,,32,Thursday,,,8/8/19,6
2478,,16:00:00,,32,Thursday,8/9/18,1,8/8/19,2
2479,,17:00:00,,32,Thursday,,,8/8/19,1
2480,,18:00:00,,32,Thursday,,,8/8/19,2
2481,,19:00:00,,32,Thursday,,,8/8/19,1
2482,,20:00:00,,32,Thursday,,,8/8/19,1
2483,8/10/17,21:00:00,2,32,Thursday,8/9/18,4,8/8/19,3
2484,,6:00:00,,32,Tuesday,8/7/18,2,,
2485,,7:00:00,,32,Tuesday,8/7/18,7,8/6/19,2
2486,,8:00:00,,32,Tuesday,,,8/6/19,1
2487,,9:00:00,,32,Tuesday,8/7/18,4,8/6/19,1
2488,,10:00:00,,32,Tuesday,,,8/6/19,10
2489,,11:00:00,,32,Tuesday,8/7/18,1,8/6/19,2
2490,,13:00:00,,32,Tuesday,,,8/6/19,8
2491,,14:00:00,,32,Tuesday,8/7/18,1,8/6/19,2
2492,,15:00:00,,32,Tuesday,8/7/18,1,8/6/19,10
2493,,16:00:00,,32,Tuesday,8/7/18,2,8/6/19,3
2494,,17:00:00,,32,Tuesday,8/7/18,8,,
2495,,18:00:00,,32,Tuesday,8/7/18,3,,
2496,,19:00:00,,32,Tuesday,,,8/6/19,4
2497,8/8/17,20:00:00,5,32,Tuesday,,,,
2498,,21:00:00,,32,Tuesday,8/7/18,3,,
2499,,5:00:00,,32,Wednesday,8/8/18,2,,
2500,8/9/17,7:00:00,14,32,Wednesday,8/8/18,4,8/7/19,2
2501,,8:00:00,,32,Wednesday,8/8/18,3,,
2502,,9:00:00,,32,Wednesday,8/8/18,3,8/7/19,3
2503,,10:00:00,,32,Wednesday,,,8/7/19,3
2504,,11:00:00,,32,Wednesday,8/8/18,3,,
2505,,12:00:00,,32,Wednesday,8/8/18,2,8/7/19,1
2506,,13:00:00,,32,Wednesday,,,8/7/19,3
2507,,14:00:00,,32,Wednesday,,,8/7/19,8
2508,,15:00:00,,32,Wednesday,,,8/7/19,10
2509,,16:00:00,,32,Wednesday,8/8/18,1,8/7/19,8
2510,,17:00:00,,32,Wednesday,,,8/7/19,2
2511,,7:00:00,,33,Friday,8/17/18,1,,
2512,,9:00:00,,33,Friday,8/17/18,3,,
2513,8/18/17,10:00:00,2,33,Friday,,,,
2514,,13:00:00,,33,Friday,8/17/18,2,,
2515,,14:00:00,,33,Friday,8/17/18,1,,
2516,8/18/17,15:00:00,1,33,Friday,,,8/16/19,7
2517,,16:00:00,,33,Friday,8/17/18,2,8/16/19,4
2518,,17:00:00,,33,Friday,8/17/18,4,8/16/19,7
2519,,19:00:00,,33,Friday,8/17/18,4,8/16/19,1
2520,,7:00:00,,33,Monday,,,8/12/19,1
2521,,8:00:00,,33,Monday,,,8/12/19,9
2522,,9:00:00,,33,Monday,8/13/18,5,8/12/19,2
2523,,10:00:00,,33,Monday,8/13/18,6,,
2524,,11:00:00,,33,Monday,,,8/12/19,5
2525,,12:00:00,,33,Monday,8/13/18,13,8/12/19,2
2526,,13:00:00,,33,Monday,,,8/12/19,3
2527,,14:00:00,,33,Monday,,,8/12/19,6
2528,,15:00:00,,33,Monday,8/13/18,2,8/12/19,10
2529,8/14/17,16:00:00,3,33,Monday,,,8/12/19,9
2530,,17:00:00,,33,Monday,,,8/12/19,3
2531,,18:00:00,,33,Monday,8/13/18,9,,
2532,8/14/17,19:00:00,2,33,Monday,,,8/12/19,9
2533,,20:00:00,,33,Monday,8/13/18,2,8/12/19,1
2534,,21:00:00,,33,Monday,,,8/12/19,2
2535,8/19/17,5:00:00,1,33,Saturday,,,,
2536,,7:00:00,,33,Saturday,8/18/18,9,8/17/19,1
2537,,8:00:00,,33,Saturday,,,8/17/19,3
2538,,9:00:00,,33,Saturday,8/18/18,1,,
2539,,10:00:00,,33,Saturday,8/18/18,5,8/17/19,1
2540,,11:00:00,,33,Saturday,,,8/17/19,2
2541,,12:00:00,,33,Saturday,,,8/17/19,5
2542,8/19/17,14:00:00,2,33,Saturday,8/18/18,4,8/17/19,10
2543,,15:00:00,,33,Saturday,8/18/18,4,8/17/19,9
2544,,16:00:00,,33,Saturday,,,8/17/19,8
2545,,17:00:00,,33,Saturday,8/18/18,3,,
2546,,18:00:00,,33,Saturday,,,8/17/19,2
2547,,19:00:00,,33,Saturday,,,8/17/19,2
2548,8/19/17,20:00:00,4,33,Saturday,,,,
2549,,4:00:00,,33,Sunday,,,8/18/19,1
2550,,6:00:00,,33,Sunday,,,8/18/19,3
2551,,7:00:00,,33,Sunday,8/19/18,3,8/18/19,11
2552,,8:00:00,,33,Sunday,,,8/18/19,2
2553,,9:00:00,,33,Sunday,,,8/18/19,9
2554,,10:00:00,,33,Sunday,8/19/18,4,8/18/19,2
2555,,11:00:00,,33,Sunday,8/19/18,1,8/18/19,3
2556,,12:00:00,,33,Sunday,,,8/18/19,2
2557,8/20/17,13:00:00,3,33,Sunday,,,8/18/19,3
2558,,14:00:00,,33,Sunday,8/19/18,4,8/18/19,4
2559,,15:00:00,,33,Sunday,,,8/18/19,3
2560,,16:00:00,,33,Sunday,,,8/18/19,3
2561,,18:00:00,,33,Sunday,8/19/18,3,8/18/19,1
2562,,19:00:00,,33,Sunday,8/19/18,2,,
2563,,20:00:00,,33,Sunday,8/19/18,3,8/18/19,4
2564,8/20/17,21:00:00,6,33,Sunday,,,,
2565,,6:00:00,,33,Thursday,,,8/15/19,1
2566,,7:00:00,,33,Thursday,8/16/18,2,8/15/19,2
2567,,8:00:00,,33,Thursday,8/16/18,7,8/15/19,1
2568,8/17/17,9:00:00,4,33,Thursday,,,,
2569,,11:00:00,,33,Thursday,,,8/15/19,4
2570,,12:00:00,,33,Thursday,8/16/18,11,,
2571,,13:00:00,,33,Thursday,8/16/18,1,,
2572,8/17/17,14:00:00,1,33,Thursday,8/16/18,2,8/15/19,8
2573,8/17/17,16:00:00,3,33,Thursday,,,,
2574,,18:00:00,,33,Thursday,,,8/15/19,6
2575,,20:00:00,,33,Thursday,8/16/18,1,,
2576,8/17/17,21:00:00,4,33,Thursday,8/16/18,2,8/15/19,7
2577,,7:00:00,,33,Tuesday,,,8/13/19,2
2578,,8:00:00,,33,Tuesday,,,8/13/19,7
2579,,11:00:00,,33,Tuesday,8/14/18,4,8/13/19,1
2580,,12:00:00,,33,Tuesday,,,8/13/19,1
2581,,13:00:00,,33,Tuesday,,,8/13/19,4
2582,8/15/17,14:00:00,1,33,Tuesday,8/14/18,2,8/13/19,2
2583,8/15/17,15:00:00,1,33,Tuesday,8/14/18,7,,
2584,8/15/17,18:00:00,2,33,Tuesday,,,,
2585,8/15/17,19:00:00,5,33,Tuesday,,,8/13/19,7
2586,,5:00:00,,33,Wednesday,8/15/18,1,,
2587,,6:00:00,,33,Wednesday,,,8/14/19,1
2588,,7:00:00,,33,Wednesday,8/15/18,3,8/14/19,1
2589,,8:00:00,,33,Wednesday,8/15/18,6,,
2590,8/16/17,9:00:00,1,33,Wednesday,,,,
2591,,10:00:00,,33,Wednesday,,,8/14/19,10
2592,,14:00:00,,33,Wednesday,8/15/18,1,8/14/19,2
2593,,15:00:00,,33,Wednesday,,,8/14/19,11
2594,8/16/17,21:00:00,3,33,Wednesday,8/15/18,7,8/14/19,4
2595,,7:00:00,,34,Friday,8/24/18,2,8/23/19,2
2596,8/25/17,8:00:00,7,34,Friday,,,,
2597,,9:00:00,,34,Friday,,,8/23/19,1
2598,,10:00:00,,34,Friday,,,8/23/19,6
2599,8/25/17,11:00:00,4,34,Friday,8/24/18,2,,
2600,,12:00:00,,34,Friday,8/24/18,11,8/23/19,1
2601,,13:00:00,,34,Friday,,,8/23/19,1
2602,,14:00:00,,34,Friday,,,8/23/19,9
2603,,15:00:00,,34,Friday,8/24/18,14,,
2604,,16:00:00,,34,Friday,,,8/23/19,2
2605,,18:00:00,,34,Friday,8/24/18,2,8/23/19,1
2606,,19:00:00,,34,Friday,,,8/23/19,8
2607,,20:00:00,,34,Friday,8/24/18,4,,
2608,8/21/17,6:00:00,1,34,Monday,,,,
2609,8/21/17,7:00:00,2,34,Monday,,,8/19/19,2
2610,,8:00:00,,34,Monday,,,8/19/19,2
2611,,9:00:00,,34,Monday,8/20/18,2,,
2612,,10:00:00,,34,Monday,8/20/18,3,8/19/19,4
2613,,12:00:00,,34,Monday,,,8/19/19,1
2614,,13:00:00,,34,Monday,8/20/18,2,8/19/19,10
2615,,14:00:00,,34,Monday,,,8/19/19,1
2616,,16:00:00,,34,Monday,8/20/18,4,8/19/19,9
2617,,17:00:00,,34,Monday,8/20/18,1,,
2618,,20:00:00,,34,Monday,,,8/19/19,1
2619,8/21/17,21:00:00,1,34,Monday,,,8/19/19,5
2620,8/26/17,7:00:00,4,34,Saturday,,,8/24/19,8
2621,,8:00:00,,34,Saturday,8/25/18,8,8/24/19,5
2622,,9:00:00,,34,Saturday,8/25/18,2,8/24/19,1
2623,,11:00:00,,34,Saturday,,,8/24/19,3
2624,,13:00:00,,34,Saturday,8/25/18,2,8/24/19,2
2625,,15:00:00,,34,Saturday,8/25/18,2,8/24/19,10
2626,,16:00:00,,34,Saturday,8/25/18,4,8/24/19,4
2627,,17:00:00,,34,Saturday,8/25/18,1,8/24/19,4
2628,,18:00:00,,34,Saturday,8/25/18,10,,
2629,,8:00:00,,34,Sunday,,,8/25/19,1
2630,8/27/17,9:00:00,2,34,Sunday,,,,
2631,,10:00:00,,34,Sunday,,,8/25/19,10
2632,,11:00:00,,34,Sunday,,,8/25/19,2
2633,,13:00:00,,34,Sunday,,,8/25/19,2
2634,,14:00:00,,34,Sunday,,,8/25/19,7
2635,,15:00:00,,34,Sunday,,,8/25/19,2
2636,,16:00:00,,34,Sunday,,,8/25/19,1
2637,,17:00:00,,34,Sunday,,,8/25/19,2
2638,,6:00:00,,34,Thursday,8/23/18,2,8/22/19,8
2639,,7:00:00,,34,Thursday,,,8/22/19,13
2640,,8:00:00,,34,Thursday,,,8/22/19,2
2641,8/24/17,9:00:00,8,34,Thursday,,,8/22/19,4
2642,,10:00:00,,34,Thursday,,,8/22/19,4
2643,,11:00:00,,34,Thursday,8/23/18,3,,
2644,8/24/17,13:00:00,7,34,Thursday,,,8/22/19,3
2645,8/24/17,14:00:00,5,34,Thursday,,,8/22/19,12
2646,,15:00:00,,34,Thursday,8/23/18,6,,
2647,,16:00:00,,34,Thursday,8/23/18,4,,
2648,,17:00:00,,34,Thursday,8/23/18,5,,
2649,,20:00:00,,34,Thursday,8/23/18,1,8/22/19,8
2650,,21:00:00,,34,Thursday,8/23/18,2,,
2651,8/22/17,8:00:00,1,34,Tuesday,8/21/18,2,8/20/19,7
2652,,11:00:00,,34,Tuesday,8/21/18,6,8/20/19,3
2653,,12:00:00,,34,Tuesday,,,8/20/19,3
2654,,13:00:00,,34,Tuesday,8/21/18,1,8/20/19,2
2655,,14:00:00,,34,Tuesday,8/21/18,3,8/20/19,8
2656,,15:00:00,,34,Tuesday,,,8/20/19,4
2657,,16:00:00,,34,Tuesday,8/21/18,2,8/20/19,5
2658,,18:00:00,,34,Tuesday,8/21/18,8,8/20/19,8
2659,,21:00:00,,34,Tuesday,,,8/20/19,1
2660,,7:00:00,,34,Wednesday,8/22/18,3,,
2661,,8:00:00,,34,Wednesday,,,8/21/19,4
2662,,9:00:00,,34,Wednesday,,,8/21/19,5
2663,,11:00:00,,34,Wednesday,,,8/21/19,1
2664,,12:00:00,,34,Wednesday,8/22/18,2,8/21/19,1
2665,,14:00:00,,34,Wednesday,8/22/18,11,8/21/19,3
2666,,15:00:00,,34,Wednesday,,,8/21/19,10
2667,,16:00:00,,34,Wednesday,8/22/18,4,8/21/19,3
2668,,20:00:00,,34,Wednesday,8/22/18,4,,
2669,,21:00:00,,34,Wednesday,,,8/21/19,2
2670,,6:00:00,,35,Friday,8/31/18,2,,
2671,,7:00:00,,35,Friday,8/31/18,5,8/30/19,1
2672,,9:00:00,,35,Friday,8/31/18,2,8/30/19,1
2673,,10:00:00,,35,Friday,8/31/18,2,8/30/19,5
2674,,11:00:00,,35,Friday,8/31/18,2,8/30/19,1
2675,,13:00:00,,35,Friday,8/31/18,1,8/30/19,4
2676,9/1/17,14:00:00,1,35,Friday,8/31/18,2,8/30/19,1
2677,9/1/17,15:00:00,3,35,Friday,,,8/30/19,4
2678,,16:00:00,,35,Friday,,,8/30/19,3
2679,,17:00:00,,35,Friday,8/31/18,1,,
2680,,18:00:00,,35,Friday,8/31/18,1,8/30/19,4
2681,,19:00:00,,35,Friday,,,8/30/19,2
2682,,20:00:00,,35,Friday,8/31/18,3,8/30/19,2
2683,,21:00:00,,35,Friday,,,8/30/19,2
2684,,4:00:00,,35,Monday,8/27/18,1,,
2685,,6:00:00,,35,Monday,,,8/26/19,1
2686,,7:00:00,,35,Monday,,,8/26/19,2
2687,,8:00:00,,35,Monday,8/27/18,2,8/26/19,3
2688,,9:00:00,,35,Monday,8/27/18,2,,
2689,8/28/17,11:00:00,3,35,Monday,,,,
2690,,13:00:00,,35,Monday,8/27/18,1,8/26/19,3
2691,,14:00:00,,35,Monday,,,8/26/19,12
2692,,15:00:00,,35,Monday,8/27/18,11,8/26/19,3
2693,8/28/17,16:00:00,1,35,Monday,,,8/26/19,2
2694,,17:00:00,,35,Monday,8/27/18,2,8/26/19,1
2695,,18:00:00,,35,Monday,8/27/18,1,,
2696,,19:00:00,,35,Monday,8/27/18,3,,
2697,,20:00:00,,35,Monday,8/27/18,11,,
2698,,6:00:00,,35,Saturday,,,8/31/19,2
2699,,7:00:00,,35,Saturday,,,8/31/19,8
