Index,Date_2019,Hour,Throughput_2019,Week Number,Weekday
246,8/26/19,12:00:00,29,35,Monday
247,8/26/19,13:00:00,117,35,Monday
248,8/27/19,10:00:00,56,35,Tuesday
249,8/27/19,11:00:00,130,35,Tuesday
250,8/27/19,12:00:00,83,35,Tuesday
251,8/27/19,13:00:00,26,35,Tuesday
252,8/27/19,15:00:00,64,35,Tuesday
253,8/28/19,10:00:00,39,35,Wednesday
254,8/28/19,11:00:00,42,35,Wednesday
255,8/28/19,12:00:00,66,35,Wednesday
256,8/28/19,13:00:00,28,35,Wednesday
257,8/28/19,14:00:00,7,35,Wednesday
258,8/29/19,10:00:00,28,35,Thursday
259,8/29/19,11:00:00,26,35,Thursday
260,8/29/19,12:00:00,26,35,Thursday
261,8/29/19,13:00:00,25,35,Thursday
262,8/29/19,14:00:00,62,35,Thursday
263,8/29/19,15:00:00,56,35,Thursday
264,8/30/19,10:00:00,0,35,Friday
265,8/31/19,10:00:00,0,35,Saturday
266,9/1/19,10:00:00,0,35,Sunday
267,9/2/19,10:00:00,0,36,Monday
268,9/3/19,10:00:00,0,36,Tuesday
269,9/4/19,10:00:00,55,36,Wednesday
270,9/4/19,11:00:00,58,36,Wednesday
271,9/4/19,12:00:00,17,36,Wednesday
272,9/4/19,13:00:00,3,36,Wednesday
273,9/5/19,10:00:00,52,36,Thursday
274,9/5/19,11:00:00,100,36,Thursday
275,9/5/19,12:00:00,42,36,Thursday
276,9/5/19,13:00:00,101,36,Thursday
277,9/6/19,10:00:00,0,36,Friday
278,9/7/19,10:00:00,0,36,Saturday
279,9/8/19,10:00:00,82,36,Sunday
280,9/8/19,11:00:00,102,36,Sunday
281,9/8/19,12:00:00,100,36,Sunday
282,9/8/19,13:00:00,90,36,Sunday
283,9/9/19,10:00:00,36,37,Monday
284,9/9/19,11:00:00,37,37,Monday
285,9/9/19,12:00:00,18,37,Monday
286,9/9/19,13:00:00,5,37,Monday
287,9/10/19,10:00:00,63,37,Tuesday
288,9/10/19,11:00:00,115,37,Tuesday
289,9/10/19,12:00:00,46,37,Tuesday
290,9/10/19,13:00:00,11,37,Tuesday
291,9/11/19,10:00:00,13,37,Wednesday
292,9/11/19,11:00:00,40,37,Wednesday
293,9/11/19,12:00:00,25,37,Wednesday
294,9/11/19,13:00:00,12,37,Wednesday
295,9/12/19,10:00:00,75,37,Thursday
296,9/12/19,11:00:00,75,37,Thursday
297,9/12/19,12:00:00,75,37,Thursday
298,9/12/19,13:00:00,22,37,Thursday
299,9/13/19,10:00:00,0,37,Friday
300,9/14/19,10:00:00,0,37,Saturday
301,9/15/19,10:00:00,24,37,Sunday
302,9/15/19,11:00:00,11,37,Sunday
303,9/15/19,12:00:00,28,37,Sunday
304,9/15/19,13:00:00,144,37,Sunday
305,9/16/19,10:00:00,11,38,Monday
306,9/16/19,11:00:00,16,38,Monday
307,9/16/19,12:00:00,13,38,Monday
308,9/16/19,13:00:00,18,38,Monday
309,9/17/19,10:00:00,27,38,Tuesday
310,9/17/19,11:00:00,65,38,Tuesday
311,9/17/19,12:00:00,103,38,Tuesday
312,9/17/19,13:00:00,140,38,Tuesday
313,9/18/19,10:00:00,7,38,Wednesday
314,9/18/19,11:00:00,87,38,Wednesday
315,9/18/19,12:00:00,161,38,Wednesday
316,9/18/19,13:00:00,3,38,Wednesday
317,9/19/19,10:00:00,63,38,Thursday
318,9/19/19,11:00:00,11,38,Thursday
319,9/19/19,12:00:00,63,38,Thursday
320,9/19/19,13:00:00,41,38,Thursday
321,9/20/19,10:00:00,0,38,Friday
322,9/21/19,10:00:00,0,38,Saturday
323,9/22/19,10:00:00,99,38,Sunday
324,9/22/19,11:00:00,264,38,Sunday
325,9/22/19,12:00:00,257,38,Sunday
326,9/22/19,13:00:00,3,38,Sunday
327,9/23/19,10:00:00,22,39,Monday
328,9/23/19,11:00:00,50,39,Monday
329,9/23/19,12:00:00,33,39,Monday
330,9/23/19,13:00:00,10,39,Monday
331,9/24/19,10:00:00,82,39,Tuesday
332,9/24/19,11:00:00,130,39,Tuesday
333,9/24/19,12:00:00,100,39,Tuesday
334,9/24/19,13:00:00,32,39,Tuesday
335,9/25/19,10:00:00,55,39,Wednesday
336,9/25/19,11:00:00,126,39,Wednesday
337,9/25/19,12:00:00,45,39,Wednesday
338,9/25/19,13:00:00,9,39,Wednesday
339,9/26/19,10:00:00,235,39,Thursday
340,9/26/19,11:00:00,132,39,Thursday
341,9/26/19,12:00:00,159,39,Thursday
342,9/26/19,13:00:00,127,39,Thursday
343,9/27/19,10:00:00,0,39,Friday
344,9/28/19,10:00:00,0,39,Saturday
345,9/29/19,10:00:00,51,39,Sunday
346,9/29/19,11:00:00,65,39,Sunday
347,9/29/19,12:00:00,59,39,Sunday
348,9/29/19,13:00:00,62,39,Sunday
349,9/30/19,10:00:00,118,40,Monday
350,9/30/19,11:00:00,77,40,Monday
351,9/30/19,12:00:00,89,40,Monday
352,9/30/19,13:00:00,47,40,Monday
353,10/1/19,10:00:00,15,40,Tuesday
354,10/1/19,11:00:00,31,40,Tuesday
355,10/1/19,12:00:00,29,40,Tuesday
356,10/1/19,13:00:00,60,40,Tuesday
357,10/2/19,10:00:00,73,40,Wednesday
358,10/2/19,11:00:00,100,40,Wednesday
359,10/2/19,12:00:00,68,40,Wednesday
360,10/2/19,13:00:00,43,40,Wednesday
361,10/3/19,10:00:00,136,40,Thursday
362,10/3/19,11:00:00,244,40,Thursday
363,10/3/19,12:00:00,146,40,Thursday
364,10/3/19,13:00:00,64,40,Thursday
365,10/4/19,10:00:00,0,40,Friday
366,10/5/19,10:00:00,0,40,Saturday
367,10/6/19,10:00:00,161,40,Sunday
368,10/6/19,11:00:00,325,40,Sunday
369,10/6/19,12:00:00,284,40,Sunday
370,10/6/19,13:00:00,91,40,Sunday
371,10/7/19,10:00:00,180,41,Monday
372,10/7/19,11:00:00,172,41,Monday
373,10/7/19,12:00:00,226,41,Monday
374,10/7/19,13:00:00,21,41,Monday
375,10/8/19,10:00:00,100,41,Tuesday
376,10/8/19,11:00:00,246,41,Tuesday
377,10/8/19,12:00:00,73,41,Tuesday
378,10/8/19,13:00:00,51,41,Tuesday
379,10/9/19,10:00:00,92,41,Wednesday
380,10/9/19,11:00:00,154,41,Wednesday
381,10/9/19,12:00:00,73,41,Wednesday
382,10/9/19,13:00:00,20,41,Wednesday
383,10/10/19,10:00:00,227,41,Thursday
384,10/10/19,11:00:00,201,41,Thursday
385,10/10/19,12:00:00,144,41,Thursday
386,10/10/19,13:00:00,52,41,Thursday
387,10/11/19,10:00:00,0,41,Friday
388,10/12/19,10:00:00,0,41,Saturday
389,10/13/19,10:00:00,187,41,Sunday
390,10/13/19,11:00:00,223,41,Sunday
391,10/13/19,12:00:00,208,41,Sunday
392,10/13/19,13:00:00,188,41,Sunday
393,10/14/19,10:00:00,280,42,Monday
394,10/14/19,11:00:00,220,42,Monday
395,10/14/19,12:00:00,221,42,Monday
396,10/14/19,13:00:00,95,42,Monday
397,10/15/19,10:00:00,190,42,Tuesday
398,10/15/19,11:00:00,84,42,Tuesday
399,10/15/19,12:00:00,103,42,Tuesday
400,10/15/19,13:00:00,116,42,Tuesday
401,10/16/19,10:00:00,171,42,Wednesday
402,10/16/19,11:00:00,132,42,Wednesday
403,10/16/19,12:00:00,99,42,Wednesday
404,10/16/19,13:00:00,93,42,Wednesday
405,10/17/19,10:00:00,116,42,Thursday
406,10/17/19,11:00:00,231,42,Thursday
407,10/17/19,12:00:00,295,42,Thursday
408,10/17/19,13:00:00,143,42,Thursday
409,10/18/19,10:00:00,0,42,Friday
410,10/19/19,10:00:00,0,42,Saturday
411,10/20/19,9:00:00,60,42,Sunday
412,10/20/19,10:00:00,172,42,Sunday
413,10/20/19,11:00:00,191,42,Sunday
414,10/20/19,12:00:00,121,42,Sunday
415,10/20/19,13:00:00,178,42,Sunday
416,10/21/19,9:00:00,93,43,Monday
417,10/21/19,10:00:00,191,43,Monday
418,10/21/19,11:00:00,238,43,Monday
419,10/21/19,12:00:00,101,43,Monday
420,10/21/19,13:00:00,78,43,Monday
421,10/22/19,10:00:00,193,43,Tuesday
422,10/22/19,11:00:00,226,43,Tuesday
423,10/22/19,12:00:00,99,43,Tuesday
424,10/22/19,13:00:00,132,43,Tuesday
425,10/23/19,10:00:00,78,43,Wednesday
426,10/23/19,11:00:00,61,43,Wednesday
427,10/23/19,12:00:00,79,43,Wednesday
428,10/23/19,13:00:00,19,43,Wednesday
429,10/24/19,10:00:00,219,43,Thursday
